Generating an artificial network
Generating 10 inlets
Starting the simulation with a timestep of 0.001s for 12 times with 4 jobs.
         1055133 function calls (1031970 primitive calls) in 68.918 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 offsets.py:2388(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2393(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2398(Nano)
        1    0.000    0.000    0.000    0.000 offsets.py:2482(<dictcomp>)
        1    0.000    0.000    0.002    0.002 offsets.py:2(<module>)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:287(_KeyMapper)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:213(DatetimeArray)
        1    0.000    0.000    0.000    0.000 datetimelike.py:42(AttributesMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:133(DatelikeOps)
        1    0.000    0.000    0.001    0.001 datetimelike.py:179(TimelikeOps)
        1    0.000    0.000    0.000    0.000 datetimelike.py:321(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.001    0.001 datetimelike.py:2(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:257(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:473(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:5(<module>)
        1    0.000    0.000    0.001    0.001 interval.py:106(IntervalArray)
        1    0.000    0.000    0.000    0.000 _doctools.py:8(TablePlotter)
        1    0.000    0.000    0.000    0.000 _doctools.py:168(_WritableDoc)
        1    0.000    0.000    0.000    0.000 _doctools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:144(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 base.py:4997(_add_comparison_methods)
        1    0.000    0.000    0.001    0.001 base.py:165(Index)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 frozen.py:123(FrozenNDArray)
        1    0.000    0.000    0.000    0.000 frozen.py:9(<module>)
        1    0.000    0.000    0.001    0.001 strings.py:1783(StringMethods)
        1    0.000    0.000    0.002    0.002 strings.py:2(<module>)
        1    0.000    0.000    0.000    0.000 period.py:89(PeriodArray)
        1    0.000    0.000    0.000    0.000 timedeltas.py:109(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timedeltas.py:2(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:25(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:224(IntegerArray)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:46(SparseDtype)
        1    0.000    0.000    0.000    0.000 sparse.py:1746(_add_unary_ops)
        1    0.000    0.000    0.000    0.000 sparse.py:1752(_add_comparison_ops)
        1    0.000    0.000    0.000    0.000 sparse.py:505(SparseArray)
        1    0.000    0.000    0.000    0.000 sparse.py:1895(SparseAccessor)
        1    0.000    0.000    0.001    0.001 sparse.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:20(PandasDtype)
        1    0.000    0.000    0.000    0.000 numpy_.py:97(PandasArray)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:291(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:323(_GroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:1233(_add_numeric_operations)
        1    0.000    0.000    0.001    0.001 groupby.py:953(GroupBy)
        1    0.000    0.000    0.119    0.119 groupby.py:8(<module>)
        1    0.000    0.000    0.004    0.004 frame.py:290(DataFrame)
        1    0.000    0.000    0.115    0.115 frame.py:12(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:10106(_add_series_only_operations)
        1    0.000    0.000    0.004    0.004 generic.py:98(NDFrame)
        1    0.000    0.000    0.037    0.037 generic.py:2(<module>)
        1    0.000    0.000    0.022    0.022 index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 category.py:794(_add_comparison_methods)
        1    0.000    0.000    0.001    0.001 category.py:32(CategoricalIndex)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:59(DatetimeDelegateMixin)
        1    0.000    0.000    0.000    0.000 datetimes.py:94(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 datetimelike.py:55(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:682(DatetimelikeDelegateMixin)
        1    0.000    0.000    0.001    0.001 datetimelike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:25(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:167(IntegerIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:185(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:239(UInt64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:312(Float64Index)
        1    0.000    0.000    0.001    0.001 interval.py:101(IntervalIndex)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:42(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:81(MultiIndexPyIntEngine)
        1    0.000    0.000    0.001    0.001 multi.py:123(MultiIndex)
        1    0.000    0.000    0.001    0.001 multi.py:2(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:45(TimedeltaDelegateMixin)
        1    0.000    0.000    0.000    0.000 timedeltas.py:65(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 period.py:56(PeriodDelegateMixin)
        1    0.000    0.000    0.000    0.000 period.py:68(PeriodIndex)
        1    0.000    0.000    0.000    0.000 range.py:611(_add_numeric_methods_binary)
        1    0.000    0.000    0.000    0.000 range.py:27(RangeIndex)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:24(get_indexers_list)
        1    0.000    0.000    0.000    0.000 indexing.py:40(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:88(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:92(_NDFrameIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1385(_IXIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1482(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1541(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1916(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2254(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2290(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2361(_iAtIndexer)
        1    0.000    0.000    0.001    0.001 indexing.py:2(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:50(Block)
        1    0.000    0.000    0.000    0.000 blocks.py:1543(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 blocks.py:1667(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1939(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1951(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1957(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1967(FloatBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2018(ComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2037(IntBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2055(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 blocks.py:2089(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2239(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2475(TimeDeltaBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2595(BoolBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2621(ObjectBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2926(CategoricalBlock)
        1    0.000    0.000    0.002    0.002 blocks.py:2(<module>)
        1    0.000    0.000    0.000    0.000 arrays.py:3(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:43(BlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:1435(SingleBlockManager)
        1    0.000    0.000    0.001    0.001 managers.py:2(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:102(JoinUnit)
        1    0.000    0.000    0.000    0.000 format.py:109(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:163(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:296(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:312(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:346(TableFormatter)
        1    0.000    0.000    0.000    0.000 format.py:368(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 format.py:910(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:987(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1136(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1144(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1170(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1315(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1330(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1441(EngFormatter)
        1    0.000    0.000    0.005    0.005 format.py:5(<module>)
        1    0.000    0.000    0.000    0.000 common.py:60(BaseIterator)
        1    0.000    0.000    0.000    0.000 common.py:455(BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:477(MMapWrapper)
        1    0.000    0.000    0.000    0.000 common.py:520(UTF8Recoder)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1031(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1196(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1214(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1226(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1344(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1353(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1368(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1386(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1444(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1612(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1665(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.002    0.002 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 construction.py:4(<module>)
        1    0.000    0.000    0.003    0.003 series.py:102(Series)
        1    0.000    0.000    0.065    0.065 series.py:3(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:20(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:109(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:180(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:269(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:290(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _misc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _style.py:114(__init__)
        1    0.000    0.000    0.000    0.000 _style.py:102(_Options)
        1    0.000    0.000    0.000    0.000 _style.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _tools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:66(MPLPlot)
        1    0.000    0.000    0.000    0.000 _core.py:788(PlanePlot)
        1    0.000    0.000    0.000    0.000 _core.py:852(ScatterPlot)
        1    0.000    0.000    0.000    0.000 _core.py:913(HexBinPlot)
        1    0.000    0.000    0.000    0.000 _core.py:944(LinePlot)
        1    0.000    0.000    0.000    0.000 _core.py:1102(AreaPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1163(BarPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1287(BarhPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1309(HistPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1435(KdePlot)
        1    0.000    0.000    0.000    0.000 _core.py:1491(PiePlot)
        1    0.000    0.000    0.000    0.000 _core.py:1557(BoxPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1726(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _core.py:2703(BasePlotMethods)
        1    0.000    0.000    0.000    0.000 _core.py:2712(SeriesPlotMethods)
        1    0.000    0.000    0.000    0.000 _core.py:2912(FramePlotMethods)
        1    0.000    0.000    0.049    0.049 _core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _converter.py:43(get_pairs)
        1    0.000    0.000    0.000    0.000 _converter.py:55(register)
        1    0.000    0.000    0.000    0.000 _converter.py:150(TimeConverter)
        1    0.000    0.000    0.000    0.000 _converter.py:179(TimeFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:223(PeriodConverter)
        1    0.000    0.000    0.000    0.000 _converter.py:285(DatetimeConverter)
        1    0.000    0.000    0.000    0.000 _converter.py:359(PandasAutoDateFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:368(PandasAutoDateLocator)
        1    0.000    0.000    0.000    0.000 _converter.py:394(MilliSecondLocator)
        1    0.000    0.000    0.000    0.000 _converter.py:972(TimeSeries_DateLocator)
        1    0.000    0.000    0.000    0.000 _converter.py:1056(TimeSeries_DateFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:1126(TimeSeries_TimedeltaFormatter)
        1    0.000    0.000    0.046    0.046 _converter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:270(_parse_commandline)
        1    0.000    0.000    0.000    0.000 __init__.py:297(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:313(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:318(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:291(Verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:523(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:557(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 __init__.py:722(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 __init__.py:729(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:797(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:869(RcParams)
        1    0.000    0.000    0.005    0.005 __init__.py:992(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:1141(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1182(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(rc_context)
        1    0.000    0.000    0.000    0.000 __init__.py:1445(is_interactive)
        1    0.000    0.000    0.038    0.038 __init__.py:101(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:66(converter)
        1    0.000    0.000    0.000    0.000 __init__.py:85(tostr)
        1    0.000    0.000    0.000    0.000 __init__.py:92(todatetime)
        1    0.000    0.000    0.000    0.000 __init__.py:107(todate)
        1    0.000    0.000    0.000    0.000 __init__.py:122(tofloat)
        1    0.000    0.000    0.000    0.000 __init__.py:135(toint)
        1    0.000    0.000    0.000    0.000 __init__.py:147(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:256(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:399(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:425(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:503(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:490(Bunch)
        1    0.000    0.000    0.000    0.000 __init__.py:712(Sorter)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Xlator)
        1    0.000    0.000    0.000    0.000 __init__.py:822(Null)
        1    0.000    0.000    0.000    0.000 __init__.py:855(mkdirs)
        1    0.000    0.000    0.000    0.000 __init__.py:875(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:874(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 __init__.py:912(__Full)
        1    0.000    0.000    0.000    0.000 __init__.py:905(RingBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:1151(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:1171(Stack)
        1    0.000    0.000    0.000    0.000 __init__.py:1449(Grouper)
        1    0.000    0.000    0.000    0.000 __init__.py:1954(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2164(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 __init__.py:2184(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 __init__.py:2507(TimeoutError)
        1    0.000    0.000    0.000    0.000 __init__.py:2493(Locked)
        1    0.000    0.000    0.000    0.000 __init__.py:2548(_FuncInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:2642(_StringFuncParser)
        1    0.000    0.000    0.000    0.000 glob.py:9(glob)
        1    0.000    0.000    0.000    0.000 glob.py:22(iglob)
        1    0.000    0.000    0.000    0.000 glob.py:79(_glob1)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:115(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:388(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:6(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _backports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:14(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:53(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:324(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:323(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:638(ValidateInterval)
        1    0.000    0.000    0.024    0.024 rcsetup.py:15(<module>)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:73(__init__)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:38(FontconfigPatternParser)
        1    0.000    0.000    0.021    0.021 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:456(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:461(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:482(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:492(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1748(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1772(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1771(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2791(_PendingSkip)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2824(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2832(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2856(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2895(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2982(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3018(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3087(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3246(_WordRegex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3270(Regex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3410(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3561(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3636(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3706(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3713(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3739(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3790(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3805(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3843(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4005(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4096(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4219(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4305(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4438(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4552(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4627(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4671(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4755(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4729(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4764(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4795(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4802(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4870(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4988(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5094(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5102(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5147(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5169(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5237(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5266(OnlyOnce)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5806(_makeTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.007    0.007 pyparsing.py:6398(pyparsing_common)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6698(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6716(unicode_set)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6769(Latin1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6773(LatinA)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6777(LatinB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6781(Greek)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6789(Cyrillic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6793(Chinese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6801(Kanji)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6805(Hiragana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6809(Katakana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6813(Korean)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6817(CJK)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6821(Thai)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6825(Arabic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6829(Hebrew)
