Generating an artificial network
Generating 10 inlets
Starting the simulation with a timestep of 0.001s for 12 times with 4 jobs.
         1055133 function calls (1031970 primitive calls) in 68.918 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  224/165    0.000    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
      223    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
      223    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
      221    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
      220    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
      217    0.000    0.000    0.077    0.000 re.py:232(compile)
      214    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      214    0.000    0.000    0.001    0.000 typing.py:631(<genexpr>)
      210    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      209    0.000    0.000    0.000    0.000 __init__.py:309(set_function_name)
      204    0.000    0.000    0.000    0.000 patches.py:1822(<genexpr>)
      202    0.000    0.000    0.003    0.000 __init__.py:988(dedent)
      201    0.000    0.000    0.006    0.000 __init__.py:1409(has_metadata)
      201    0.000    0.000    0.002    0.000 __init__.py:1603(_has)
      200    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      199    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
      194    0.000    0.000    0.020    0.000 decorators.py:20(not_implemented_for)
      188    0.045    0.000    0.046    0.000 {built-in method _imp.create_dynamic}
  188/164    0.058    0.000    0.121    0.001 {built-in method _imp.exec_dynamic}
      188    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      188    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
      188    0.001    0.000    0.046    0.000 <frozen importlib._bootstrap_external>:1040(create_module)
  188/164    0.000    0.000    0.122    0.001 <frozen importlib._bootstrap_external>:1048(exec_module)
      188    0.000    0.000    0.001    0.000 codecs.py:319(decode)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
      182    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
   180/16    0.001    0.000    0.013    0.001 pickle.py:761(save_tuple)
      178    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
      176    0.000    0.000    0.000    0.000 _decorators.py:251(__init__)
      176    0.001    0.000    0.001    0.000 _decorators.py:257(__call__)
      175    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      175    0.000    0.000    0.001    0.000 posixpath.py:144(basename)
      175    0.001    0.000    0.001    0.000 enum.py:836(__and__)
      175    0.001    0.000    0.005    0.000 sre_compile.py:536(_compile_info)
      175    0.000    0.000    0.024    0.000 sre_compile.py:598(_code)
      175    0.001    0.000    0.077    0.000 sre_compile.py:759(compile)
      175    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      175    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
      175    0.001    0.000    0.051    0.000 sre_parse.py:913(parse)
      172    0.000    0.000    0.001    0.000 pickle.py:680(save_long)
      171    0.000    0.000    0.000    0.000 six.py:141(__init__)
      170    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      170    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
      170    0.000    0.000    0.004    0.000 linecache.py:15(getline)
      170    0.000    0.000    0.004    0.000 linecache.py:37(getlines)
      170    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
      167    0.002    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
      167    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
      167    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
      167    0.024    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      163    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      160    0.000    0.000    0.000    0.000 colors.py:431(__init__)
      159    0.000    0.000    0.000    0.000 expr.py:207(_node_not_implemented)
      158    0.000    0.000    0.000    0.000 deprecation.py:23(_generate_deprecation_message)
      158    0.001    0.000    0.005    0.000 deprecation.py:163(deprecate)
      158    0.000    0.000    0.000    0.000 deprecation.py:110(deprecated)
      158    0.000    0.000    0.002    0.000 docstring.py:94(dedent)
      154    0.000    0.000    0.002    0.000 genericpath.py:39(isdir)
      152    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      152    0.000    0.000    0.000    0.000 my_exceptions.py:109(<lambda>)
      150    0.000    0.000    0.010    0.000 cm.py:67(_generate_cmap)
      149    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      149    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
      149    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
      149    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
      148    0.001    0.000    0.002    0.000 __init__.py:2055(<genexpr>)
      148    0.000    0.000    0.052    0.000 __init__.py:2037(find_on_path)
      148    0.000    0.000    0.000    0.000 pickle.py:476(get)
      147    0.000    0.000    0.000    0.000 colorlabel.py:21(<genexpr>)
      144    0.000    0.000    0.000    0.000 ops.py:1347(<lambda>)
      144    0.000    0.000    0.006    0.000 rcsetup.py:76(f)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
      143    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      143    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
      143    0.001    0.000    0.004    0.000 __init__.py:1615(_get)
      141    0.000    0.000    0.007    0.000 __init__.py:1416(get_metadata)
      141    0.000    0.000    0.007    0.000 __init__.py:1431(get_metadata_lines)
    141/3    0.001    0.000    0.002    0.001 pyparsing.py:1370(_parseNoCache)
      141    0.000    0.000    0.000    0.000 _internal.py:819(<genexpr>)
      139    0.000    0.000    0.001    0.000 __init__.py:1317(safe_name)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
      139    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
      138    0.000    0.000    0.011    0.000 __init__.py:2032(<listcomp>)
      138    0.000    0.000    0.012    0.000 __init__.py:2026(_by_version)
      138    0.000    0.000    0.020    0.000 __init__.py:2548(_version_from_file)
      138    0.000    0.000    0.006    0.000 __init__.py:2565(__init__)
      138    0.001    0.000    0.028    0.000 __init__.py:2578(from_location)
      138    0.000    0.000    0.020    0.000 __init__.py:2770(_get_version)
      138    0.000    0.000    0.020    0.000 __init__.py:2982(_reload_version)
      138    0.000    0.000    0.001    0.000 __init__.py:685(add)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
      137    0.000    0.000    0.000    0.000 expr.py:157(<genexpr>)
      136    0.000    0.000    0.000    0.000 expr.py:155(<lambda>)
      135    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      135    0.000    0.000    0.000    0.000 rcsetup.py:414(validate_string)
      134    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
      134    0.000    0.000    0.000    0.000 ops.py:312(_get_opstr)
      133    0.001    0.000    0.001    0.000 pyparsing.py:3260(__init__)
      132    0.000    0.000    0.001    0.000 deprecation.py:197(finalize)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3365(<listcomp>)
   131/65    0.000    0.000    0.004    0.000 pyparsing.py:3363(copy)
      128    0.001    0.000    0.017    0.000 {built-in method builtins.sorted}
      126    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      126    0.000    0.000    0.000    0.000 numeric.py:541(asanyarray)
      126    0.000    0.000    0.000    0.000 colors.py:632(__init__)
      126    0.000    0.000    0.001    0.000 expr.py:162(<genexpr>)
      126    0.000    0.000    0.000    0.000 _util.py:174(check_random_state)
      125    0.000    0.000    0.000    0.000 random.py:224(_randbelow)
      124    0.000    0.000    0.000    0.000 warnings.py:449(__init__)
      124    0.000    0.000    0.000    0.000 warnings.py:470(__enter__)
      124    0.000    0.000    0.000    0.000 warnings.py:489(__exit__)
      124    0.000    0.000    0.001    0.000 random.py:256(choice)
      123    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
      121    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
      119    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      116    0.000    0.000    0.000    0.000 accessor.py:74(_create_delegator_property)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
      116    0.000    0.000    0.008    0.000 _distn_infrastructure.py:589(__init__)
      116    0.002    0.000    0.031    0.000 _distn_infrastructure.py:624(_construct_argparser)
      116    0.001    0.000    0.067    0.001 _distn_infrastructure.py:704(_construct_doc)
      115    0.000    0.000    0.003    0.000 typing.py:635(copy_with)
      115    0.000    0.000    0.000    0.000 expr.py:167(<lambda>)
      114    0.000    0.000    0.000    0.000 ops.py:1349(<lambda>)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3970(<listcomp>)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3968(copy)
      113    0.000    0.000    0.000    0.000 pickle.py:302(whichmodule)
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      111    0.000    0.000    0.000    0.000 types.py:164(__get__)
    111/5    0.001    0.000    0.002    0.000 pyparsing.py:3319(streamline)
      109    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      108    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      107    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      107    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      107    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
      107    0.000    0.000    0.003    0.000 abc.py:125(__new__)
      107    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
      107    0.000    0.000    0.001    0.000 _internal.py:808(_ufunc_doc_signature_formatter)
      105    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
  105/102    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
      104    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
    104/4    0.001    0.000    0.015    0.004 pickle.py:567(save_reduce)
      104    0.000    0.000    0.000    0.000 ops.py:220(_gen_eval_kwargs)
      104    0.000    0.000    0.001    0.000 groupby.py:479(_binary_op)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
      103    0.000    0.000    0.000    0.000 six.py:177(_add_module)
      102    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      102    0.004    0.000    0.011    0.000 __init__.py:316(namedtuple)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
      100    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       98    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       98    0.000    0.000    0.000    0.000 ops.py:261(_gen_fill_zeros)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
       98    0.003    0.000    0.094    0.001 _distn_infrastructure.py:1497(__init__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       96    0.000    0.000    0.000    0.000 ops.py:200(make_invalid_op)
       95    0.000    0.000    0.010    0.000 __init__.py:2191(_handle_ns)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
       93    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       93    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
       93    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1339(find_loader)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
       92    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
       91    0.002    0.000    1.453    0.016 __init__.py:1(<module>)
       90    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       89    0.000    0.000    0.000    0.000 six.py:105(__init__)
       88    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
    87/79    0.000    0.000    0.001    0.000 pyparsing.py:3576(__str__)
    87/71    0.000    0.000    0.004    0.000 typing.py:340(__getitem__)
       86    0.000    0.000    0.001    0.000 ops.py:862(_make_flex_doc)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
       86    0.000    0.000    0.000    0.000 docstring.py:44(__call__)
       85    0.000    0.000    0.003    0.000 typing.py:180(_subs_tvars)
       85    0.000    0.000    0.004    0.000 typing.py:623(__getitem__)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
       84    0.000    0.000    0.001    0.000 typing.py:746(__getitem__)
       84    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
       84    0.000    0.000    0.000    0.000 utils.py:70(__init__)
       84    0.000    0.000    0.000    0.000 utils.py:75(__call__)
       84    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
       84    0.000    0.000    0.005    0.000 rcsetup.py:97(<listcomp>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3719(__init__)
       81    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       81    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
       81    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
    80/24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
